815	1
1168	1
1382	1
2574	1
3492	1
5563	1
6799	1
7397	1
10561	1
10826	1
12529	1
12743	1
12760	1
12772	1
12806	1
12947	1
15049	1
15137	1
17966	1
19203	1
19753	1
20016	1
21362	1
22213	1
22735	1
22781	1
25963	1
27230	1
28581	1
29626	1
30148	1
30499	1
30753	1
30877	1
31609	1
31857	1
32955	1
33170	1
33472	1
33761	1
35041	1
35423	1
36081	1
36709	1
37044	1
37531	1
37560	1
37564	1
38801	1
40489	1
40785	1
45798	1
46380	1
47119	1
48582	1
50437	1
54112	1
56975	1
57125	1
57255	1
57465	1
57552	1
60783	1
61385	1
61390	1
62108	1
63042	1
63939	1
66359	1
66525	1
66620	1
66754	1
66777	1
67179	1
67694	1
69407	1
70758	1
70794	1
70828	1
70888	1
70902	1
72037	1
74187	1
74293	1
76675	1
77142	1
78371	1
78801	1
83949	1
84514	1
84706	1
86377	1
86541	1
86805	1
87302	1
90768	1
91115	1
91605	1
91672	1
92151	1
92718	1
92784	1
92801	1
95980	1
99155	1
99249	1
99329	1
101516	1
104541	1
105455	1
105474	1
105513	1
105522	1
106929	1
108191	1
108252	1
108394	1
109348	1
109625	1
109704	1
114259	1
115926	1
116970	1
117080	1
117111	1
117531	1
118913	1
119315	1
120467	1
121213	1
121315	1
124278	1
124710	1
125995	1
126713	1
128692	1
129400	1
130137	1
132170	1
133774	1
134563	1
135915	1
137626	1
139781	1
140016	1
143245	1
144646	1
146863	1
149435	1
151194	1
153280	1
154147	1
154292	1
155101	1
155396	1
155861	1
156405	1
156534	1
156846	1
156891	1
156984	1
157196	1
157933	1
158825	1
164296	1
164896	1
165716	1
165923	1
165938	1
166194	1
166618	1
166871	1
168084	1
168157	1
168266	1
168999	1
169050	1
169118	1
169497	1
170637	1
170762	1
171950	1
172409	1
173531	1
173551	1
174060	1
174196	1
174635	1
175157	1
175493	1
176188	1
178677	1
179884	1
180362	1
180378	1
180382	1
182252	1
182558	1
182623	1
182961	1
184007	1
184049	1
184179	1
186405	1
186774	1
186798	1
188100	1
188238	1
188393	1
190241	1
190361	1
190421	1
190445	1
190567	1
190596	1
192796	1
194266	1
194363	1
194847	1
195606	1
196617	1
196810	1
197238	1
197979	1
199151	1
200473	1
202197	1
204909	1
206408	1
210335	1
213987	1
215338	1
220417	1
220540	1
220782	1
223592	1
224175	1
224310	1
224471	1
225721	1
226170	1
228323	1
230002	1
233278	1
233295	1
233321	1
234236	1
235177	1
235411	1
238374	1
239643	1
240608	1
240693	1
242254	1
242398	1
243181	1
244128	1
244471	1
245509	1
245983	1
247302	1
247456	1
247990	1
248620	1
250386	1
250747	1
252089	1
252460	1
