571	1
838	1
1260	1
2708	1
3437	1
6270	1
14687	1
18100	1
18140	1
19035	1
19580	1
19851	1
20141	1
20263	1
20691	1
21206	1
21639	1
22013	1
22227	1
22757	1
22786	1
22859	1
24024	1
25366	1
26832	1
27607	1
27616	1
28735	1
29592	1
30221	1
30247	1
30364	1
30726	1
30800	1
31189	1
31550	1
33683	1
33704	1
34602	1
35318	1
35452	1
35900	1
36726	1
37310	1
37351	1
37456	1
37489	1
37640	1
38855	1
40193	1
40644	1
41273	1
44927	1
45388	1
46726	1
46990	1
47061	1
47801	1
48278	1
48411	1
50933	1
51496	1
51713	1
54097	1
54425	1
57084	1
57927	1
60687	1
61525	1
63124	1
64044	1
64554	1
64684	1
66782	1
66995	1
67020	1
67262	1
67373	1
69329	1
69390	1
70764	1
70883	1
71236	1
71722	1
73515	1
74354	1
74473	1
74497	1
74870	1
74920	1
77779	1
80262	1
82856	1
83720	1
83750	1
83833	1
84008	1
85148	1
85861	1
86829	1
87802	1
88283	1
89663	1
90748	1
90785	1
90829	1
90915	1
92401	1
93156	1
98074	1
98951	1
99160	1
99185	1
99252	1
99294	1
99325	1
99335	1
102320	1
102481	1
102669	1
102964	1
103597	1
105529	1
106450	1
107973	1
108117	1
108875	1
113773	1
113829	1
114713	1
114765	1
115113	1
115431	1
115845	1
116779	1
119880	1
120783	1
121361	1
123404	1
123688	1
125048	1
126258	1
126579	1
126623	1
126681	1
128070	1
129267	1
129785	1
129982	1
131086	1
131101	1
132025	1
134899	1
137765	1
137845	1
137919	1
138713	1
140574	1
142357	1
143308	1
143734	1
144469	1
144801	1
146125	1
147638	1
147904	1
149614	1
151505	1
151588	1
152398	1
152416	1
154315	1
154335	1
154480	1
155012	1
155621	1
156047	1
156550	1
156731	1
156824	1
157016	1
157215	1
158788	1
159396	1
160149	1
161262	1
161516	1
161770	1
161817	1
163171	1
164778	1
164907	1
166043	1
166071	1
166190	1
166579	1
166620	1
166632	1
166670	1
166679	1
166741	1
167533	1
168045	1
169015	1
169125	1
172928	1
173157	1
173455	1
174157	1
175609	1
176796	1
178820	1
178964	1
179233	1
179355	1
179754	1
179791	1
180283	1
180372	1
181782	1
181805	1
182497	1
183947	1
184380	1
184922	1
185013	1
185271	1
185646	1
185656	1
186127	1
186315	1
187996	1
188798	1
190828	1
191675	1
193522	1
196300	1
196597	1
199965	1
200515	1
204857	1
206949	1
207133	1
208253	1
208978	1
209094	1
209847	1
210797	1
212204	1
217352	1
218525	1
219283	1
220536	1
222329	1
223803	1
224400	1
225433	1
225448	1
227851	1
228279	1
228600	1
229117	1
230012	1
230208	1
230386	1
233053	1
234172	1
234494	1
234796	1
235132	1
236165	1
236176	1
237397	1
240090	1
240314	1
240648	1
240749	1
241197	1
241451	1
241949	1
242364	1
242949	1
244110	1
246837	1
247656	1
249607	1
252303	1
252731	1
253947	1
255345	1
